node,1371,825,0,Campus,,FALSE,NONE
SL-Back-Entrance,1383,746,0,Campus,,TRUE,ENTRANCE
SL-Side-Entrance,1294,766,0,Campus,,TRUE,ENTRANCE
node,1187,779,0,Campus,,FALSE,NONE
node,1169,863,0,Campus,,FALSE,NONE
HG-Front-Entrance,1118,856,0,Campus,,TRUE,ENTRANCE
node,1158,930,0,Campus,,FALSE,NONE
SH-Front-Entrance,1180,934,0,Campus,,TRUE,ENTRANCE
PC-Front-Entrance,1225,803,0,Campus,,TRUE,ENTRANCE
node,1290,810,0,Campus,,FALSE,NONE
node,1234,786,0,Campus,,FALSE,NONE
node,1234,786,0,Campus,,FALSE,NONE
FL-Front-Entrance,1403,675,0,Campus,,TRUE,ENTRANCE
node,1416,740,0,Campus,,FALSE,NONE
node,1416,740,0,Campus,,FALSE,NONE
node,1416,740,0,Campus,,FALSE,NONE
node,1416,740,0,Campus,,FALSE,NONE
AK-Side-Entrance,1362,633,0,Campus,,TRUE,ENTRANCE
AK-Front-Entrance,1296,611,0,Campus,,TRUE,ENTRANCE
node,1351,649,0,Campus,,FALSE,NONE
node,1351,649,0,Campus,,FALSE,NONE
node,1351,649,0,Campus,,FALSE,NONE
node,1351,649,0,Campus,,FALSE,NONE
node,1351,649,0,Campus,,FALSE,NONE
node,1280,645,0,Campus,,FALSE,NONE
node,1280,645,0,Campus,,FALSE,NONE
node,1280,645,0,Campus,,FALSE,NONE
node,1280,645,0,Campus,,FALSE,NONE
node,1280,645,0,Campus,,FALSE,NONE
node,1280,645,0,Campus,,FALSE,NONE
SL-Front-Entrance,1253,701,0,Campus,,TRUE,ENTRANCE
node,1193,737,0,Campus,,FALSE,NONE
node,1193,737,0,Campus,,FALSE,NONE
node,1193,737,0,Campus,,FALSE,NONE
node,1193,737,0,Campus,,FALSE,NONE
node,1193,737,0,Campus,,FALSE,NONE
node,1193,737,0,Campus,,FALSE,NONE
node,1193,737,0,Campus,,FALSE,NONE
node,1204,679,0,Campus,,FALSE,NONE
node,1204,679,0,Campus,,FALSE,NONE
node,1204,679,0,Campus,,FALSE,NONE
node,1204,679,0,Campus,,FALSE,NONE
node,1204,679,0,Campus,,FALSE,NONE
node,1204,679,0,Campus,,FALSE,NONE
node,1204,679,0,Campus,,FALSE,NONE
node,1211,628,0,Campus,,FALSE,NONE
node,1211,628,0,Campus,,FALSE,NONE
node,1211,628,0,Campus,,FALSE,NONE
node,1211,628,0,Campus,,FALSE,NONE
node,1211,628,0,Campus,,FALSE,NONE
node,1211,628,0,Campus,,FALSE,NONE
node,1211,628,0,Campus,,FALSE,NONE
OL-Front-Entrance,1162,657,0,Campus,,FALSE,NONE
node,1216,549,0,Campus,,FALSE,NONE
node,1216,549,0,Campus,,FALSE,NONE
node,1216,549,0,Campus,,FALSE,NONE
node,1216,549,0,Campus,,FALSE,NONE
node,1216,549,0,Campus,,FALSE,NONE
node,1216,549,0,Campus,,FALSE,NONE
node,1216,549,0,Campus,,FALSE,NONE
node,1216,549,0,Campus,,FALSE,NONE
node,1120,533,0,Campus,,FALSE,NONE
node,1120,533,0,Campus,,FALSE,NONE
node,1120,533,0,Campus,,FALSE,NONE
node,1120,533,0,Campus,,FALSE,NONE
node,1120,533,0,Campus,,FALSE,NONE
node,1120,533,0,Campus,,FALSE,NONE
node,1120,533,0,Campus,,FALSE,NONE
node,1120,533,0,Campus,,FALSE,NONE
node,1091,706,0,Campus,,FALSE,NONE
node,1091,706,0,Campus,,FALSE,NONE
node,1091,706,0,Campus,,FALSE,NONE
node,1091,706,0,Campus,,FALSE,NONE
node,1091,706,0,Campus,,FALSE,NONE
node,1091,706,0,Campus,,FALSE,NONE
node,1091,706,0,Campus,,FALSE,NONE
node,1091,706,0,Campus,,FALSE,NONE
node,1104,629,0,Campus,,FALSE,NONE
node,1104,629,0,Campus,,FALSE,NONE
node,1104,629,0,Campus,,FALSE,NONE
node,1104,629,0,Campus,,FALSE,NONE
node,1104,629,0,Campus,,FALSE,NONE
node,1104,629,0,Campus,,FALSE,NONE
node,1104,629,0,Campus,,FALSE,NONE
node,1104,629,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
node,1216,578,0,Campus,,FALSE,NONE
GL-Front-Entrance,1414,833,0,Campus,,TRUE,ENTRANCE
CC-Front-Entrance,1060,725,0,Campus,,TRUE,ENTRANCE
node,1044,754,0,Campus,,FALSE,NONE
node,1044,754,0,Campus,,FALSE,NONE
node,1044,754,0,Campus,,FALSE,NONE
node,1044,754,0,Campus,,FALSE,NONE
FL-Back-Entrance,1504,582,0,Campus,,TRUE,ENTRANCE
node,1473,529,0,Campus,,FALSE,NONE
node,1473,529,0,Campus,,FALSE,NONE
node,1433,547,0,Campus,,FALSE,NONE
node,1433,547,0,Campus,,FALSE,NONE
node,1393,622,0,Campus,,FALSE,NONE
node,1393,622,0,Campus,,FALSE,NONE
KH-Back-Entrance,1524,664,0,Campus,,TRUE,ENTRANCE
node,1464,691,0,Campus,,FALSE,NONE
node,1464,691,0,Campus,,FALSE,NONE
node,1464,691,0,Campus,,FALSE,NONE
node,1527,599,0,Campus,,FALSE,NONE
node,1527,599,0,Campus,,FALSE,NONE
