AK-206,846,334,0,Atwater Kent2,,false
AK-205,952,334,0,Atwater Kent2,,false
AK-207,850,516,0,Atwater Kent2,,false
AK-207A,804,578,0,Atwater Kent2,,false
AK-227,686,502,0,Atwater Kent2,,false
node,762,500,0,Atwater Kent2,,false
node,760,400,0,Atwater Kent2,,false
node,948,394,0,Atwater Kent2,,false
node,1036,392,0,Atwater Kent2,,false
AK-204,1138,336,0,Atwater Kent2,,false
AK-203,1234,332,0,Atwater Kent2,,false
AK-208,1366,448,0,Atwater Kent2,,false
AK-208A,1096,542,0,Atwater Kent2,,false
node,1050,544,0,Atwater Kent2,,false
AK-202,1540,328,0,Atwater Kent2,,false
node,1538,134,0,Atwater Kent2,,false
AK-203 Side Door,1496,132,0,Atwater Kent2,,false
AK-200A,2146,332,0,Atwater Kent2,,false
AK-200B,2284,328,0,Atwater Kent2,,false
AK-201,2348,140,0,Atwater Kent2,,false
node,2236,398,0,Atwater Kent2,,false
AK-210,1664,446,0,Atwater Kent2,,false
node,1806,382,0,Atwater Kent2,,false
AK-211A,1958,442,0,Atwater Kent2,,false
node,2076,384,0,Atwater Kent2,,false
AK-212,2298,635,0,Atwater Kent2,,false
node,2242,629,0,Atwater Kent2,,false
AK-Elevator,2410,881,0,Atwater Kent2,,true
node,2246,875,0,Atwater Kent2,,false
AK-221 Side Door,2188,1167,0,Atwater Kent2,,false
node,2240,1167,0,Atwater Kent2,,false
AK-220,2296,1167,0,Atwater Kent2,,false
AK-211B,2182,1077,0,Atwater Kent2,,false
node,2238,1075,0,Atwater Kent2,,false
AK-221 Front Door,1948,1334,0,Atwater Kent2,,false
AK-219 Front Door,2368,1509,0,Atwater Kent2,,false
node,2252,1493,0,Atwater Kent2,,false
node,2238,1389,0,Atwater Kent2,,false
node,2372,1377,0,Atwater Kent2,,false
AK-Stair Right,2560,1395,0,Atwater Kent2,,true
AK-214,3015,1289,0,Atwater Kent2,,false
AK-213,2907,1283,0,Atwater Kent2,,false
node,2943,1123,0,Atwater Kent2,,false
node,2963,1288,0,Atwater Kent2,,false
AK-215,3049,1394,0,Atwater Kent2,,false
node,2977,1384,0,Atwater Kent2,,false
node,3019,1596,0,Atwater Kent2,,false
node,2977,1715,0,Atwater Kent2,,false
AK-216,3045,1721,0,Atwater Kent2,,false
AK-217,3051,1832,0,Atwater Kent2,,false
node,2995,1856,0,Atwater Kent2,,false
AK-218,3007,1970,0,Atwater Kent2,,false
AK-219 Side Door,2869,1641,0,Atwater Kent2,,false
node,2559,1513,0,Atwater Kent2,,false
node,2789,1505,0,Atwater Kent2,,false
node,2981,1493,0,Atwater Kent2,,false
AK-222,1387,1343,0,Atwater Kent2,,false
node,1945,1433,0,Atwater Kent2,,false
node,1387,1429,0,Atwater Kent2,,false
AK-223,1287,1345,0,Atwater Kent2,,false
node,1283,1427,0,Atwater Kent2,,false
node,1029,1427,0,Atwater Kent2,,false
AK-224,1089,1167,0,Atwater Kent2,,false
AK-225,989,1171,0,Atwater Kent2,,false
node,1039,1167,0,Atwater Kent2,,false
AK-208B,1095,1080,0,Atwater Kent2,,false
node,1283,921,0,Atwater Kent2,,false
AK-208A,1333,965,0,Atwater Kent2,,false
AK-207A,983,1083,0,Atwater Kent2,,false
node,877,1376,0,Atwater Kent2,,false
node,763,1372,0,Atwater Kent2,,false
node,731,1518,0,Atwater Kent2,,false
node,335,1510,0,Atwater Kent2,,false
AK-Stair Left,399,1394,0,Atwater Kent2,,true
node,323,1294,0,Atwater Kent2,,false
AK-226,389,1296,0,Atwater Kent2,,false
AK-228,261,1302,0,Atwater Kent2,,false
AK-227 Side Door,351,1120,0,Atwater Kent2,,false
AK-227A,255,1092,0,Atwater Kent2,,false
AK-232,307,2004,0,Atwater Kent2,,false
AK-229,264,1767,0,Atwater Kent2,,false
node,326,1765,0,Atwater Kent2,,false
AK-233 Back Front,880,1504,0,Atwater Kent2,,false
AK-233 Front Door,456,1627,0,Atwater Kent2,,false
node,330,1637,0,Atwater Kent2,,false
node,2014,786,0,Atwater Kent2,,false
node,2004,1116,0,Atwater Kent2,,false
node,1368,389,0,Atwater Kent2,,false
node,1540,387,0,Atwater Kent2,,false
node,1228,378,0,Atwater Kent2,,false
node,1134,380,0,Atwater Kent2,,false
AK-208B,1336,900,0,Atwater Kent2,,false
node,1038,1085,0,Atwater Kent2,,false
node,2400,398,0,Atwater Kent2,,false
node,2701,812,0,Atwater Kent2,,false
AK-212A,2561,460,0,Atwater Kent2,,false
AK-212 Side Door,2579,642,0,Atwater Kent2,,false
node,2691,636,0,Atwater Kent2,,false
AK-212C,2579,1070,0,Atwater Kent2,,false
node,2717,1034,0,Atwater Kent2,,false
AK-Main Staircase,2423,333,0,Atwater Kent2,,true
node,2535,381,0,Atwater Kent2,,false
