L-356,1716,330,0,Library3,,false
node,1632,326,0,Library3,,false
L-355,1718,438,0,Library3,,false
node,1642,440,0,Library3,,false
L-354,1722,582,0,Library3,,false
node,1642,584,0,Library3,,false
L-Main Staircase (4),1024,1008,0,Library3,,true
L-316,1596,982,0,Library3,,false
node,1160,1002,0,Library3,,false
L-351,1706,938,0,Library3,,false
L-352,1708,826,0,Library3,,false
L-353,1708,684,0,Library3,,false
node,1648,686,0,Library3,,false
node,1648,816,0,Library3,,false
node,1652,936,0,Library3,,false
L-310,1646,1462,0,Library3,,false
L-308,1450,1456,0,Library3,,false
L-307,1166,1398,0,Library3,,false
L-306,730,1395,0,Library3,,false
node,728,1193,0,Library3,,false
L-303 Bottom Door,456,1577,0,Library3,,false
L-304,456,1703,0,Library3,,false
node,556,1629,0,Library3,,false
L-302,456,964,0,Library3,,false
L-312,928,524,0,Library3,,false
node,836,526,0,Library3,,false
node,838,326,0,Library3,,false
L-311,920,324,0,Library3,,false
L-301 Bottom Door,464,696,0,Library3,,false
L-301,456,312,0,Library3,,false
node,526,318,0,Library3,,false
node,518,674,0,Library3,,false
node,810,690,0,Library3,,false
node,820,1087,0,Library3,,false
node,1010,1087,0,Library3,,false
L-Left Staircase (1),474,198,0,Library3,,true
node,532,188,0,Library3,,false
node,832,182,0,Library3,,false
L-313,1230,248,0,Library3,,false
node,1228,162,0,Library3,,false
node,1634,160,0,Library3,,false
L-357,2026,326,0,Library3,,false
node,2076,324,0,Library3,,false
L-358,2030,440,0,Library3,,false
node,2066,438,0,Library3,,false
L-359,2030,580,0,Library3,,false
node,2064,580,0,Library3,,false
L-3510,2032,682,0,Library3,,false
node,2068,682,0,Library3,,false
node,2032,822,0,Library3,,false
L-3511,2066,822,0,Library3,,false
node,2063,1093,0,Library3,,false
L-Right Staircase (2),2811,196,0,Library3,,true
node,2071,174,0,Library3,,false
L-3512,2021,935,0,Library3,,false
node,2069,935,0,Library3,,false
node,1657,1099,0,Library3,,false
node,1149,1101,0,Library3,,false
node,548,1077,0,Library3,,false
node,538,953,0,Library3,,false
L-303,454,1079,0,Library3,,false
L-307 from 306,964,1457,0,Library3,,false
L-308 from 307,1226,1459,0,Library3,,false
